,COU.AG.ALPHA,COU.AG.DELTA,COU.AG.EPOCH,COU.AG.EQUINOX,COU.AG.PMA,COU.AG.PMD,COU.GS.MAG,DEL.REF.OPL,DET1.APOTYPE.VAL,DET1.APOX.VAL,DET1.APOY.VAL,DET1.INTERFX.VAL,DET1.INTERFY.VAL,DET1.NCOHERENT.VAL,DET1.NINCOHERENT.VAL,DET1.SNRLIMIT.VAL,DET1.WLMAXCUT.VAL,DET1.WLMINCUT.VAL,DET2.APOTYPE.VAL,DET2.APOX.VAL,DET2.APOY.VAL,DET2.INTERFX.VAL,DET2.INTERFY.VAL,DET2.NCOHERENT.VAL,DET2.NINCOHERENT.VAL,DET2.SNRLIMIT.VAL,DET2.WLMAXCUT.VAL,DET2.WLMINCUT.VAL,GetAutoLADC.-.max.ODP,SEQ.ACQ.DET1.DIT,SEQ.ACQ.DET2.DIT,SEQ.ACQ.SKY.DURATION,SEQ.ACQ.TARG.DURATION,SEQ.DIL.WL0,SEQ.FS.DET1.DIT,SEQ.FS.INS.SFL.NAME,SEQ.FS.INS.SFN.NAME,SEQ.FS.SKY.DURATION,SEQ.FS.TARG.DURATION,SEQ.OPDM.L.WLMAX,SEQ.OPDM.N.WLMAX,SEQ.PUP.DET1.DIT,SEQ.PUP.SKY.DURATION,SEQ.PUP.TARG.DURATION,SEQ.SKY.OFFS.ALPHA,SEQ.SKY.OFFS.DELTA,SEQ.TARG.FLUX.L,SEQ.TARG.FLUX.N,SEQ.TARG.MAG.K,TEL.CHOP.FREQ,TEL.CHOP.POSANG,TEL.CHOP.PVRATIO,TEL.CHOP.THROW,TEL.GS1.ALPHA,TEL.GS1.DELTA,TEL.GS1.MAG,TEL.TARG.ADDVELALPHA,TEL.TARG.ADDVELDELTA,TEL.TARG.ALPHA,TEL.TARG.DELTA,TEL.TARG.EQUINOX,TEL.TARG.PMA,TEL.TARG.PMD,Temperature
4138,0.0,0.0,2000.0,2000.0,0.0,0.0,3.58,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,146.3,14.73,0.76,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,174543.98,-644325.9,2000.0,-0.012,-0.0566,
4139,0.0,0.0,2000.0,2000.0,0.0,0.0,3.58,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,146.3,14.73,0.76,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,174543.98,-644325.9,2000.0,-0.012,-0.0566,
4140,0.0,0.0,2000.0,2000.0,0.0,0.0,3.58,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,146.3,14.73,0.76,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,174543.98,-644325.9,2000.0,-0.012,-0.0566,
4142,0.0,0.0,2000.0,2000.0,0.0,0.0,8.21,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,42.57,326.17,-1.62,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,195513.96,-591144.3,2000.0,0.0174,-0.0456,287.495
4144,0.0,0.0,2000.0,2000.0,0.0,0.0,2.29,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,422.71,41.95,-0.285,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,165009.81,-341735.6,2000.0,-0.615,-0.256,287.535
4146,0.0,0.0,2000.0,2000.0,0.0,0.0,8.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,95.66,301.33,0.3,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,171117.02,-321930.7,2000.0,-0.005,-0.00204,287.5
4148,0.0,0.0,2000.0,2000.0,0.0,0.0,11.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,112.18,204.1,1.43,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,175200.72,-280120.5,2000.0,0.000284,-0.00134,287.79
4150,0.0,0.0,2000.0,2000.0,0.0,0.0,2.99,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,177.19,18.57,0.64,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,180548.48,-302526.7,2000.0,-0.0539,-0.181,287.55
4152,0.0,0.0,2000.0,2000.0,0.0,0.0,5.03,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,188.82,23.81,0.36,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,193039.83,-24719.9,2000.0,0.0206,-0.0106,287.585
4154,0.0,0.0,2000.0,2000.0,0.0,0.0,11.22,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,110.03,304.68,-0.276,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,195006.33,-73652.4,2000.0,-0.0175,0.0116,287.545
4156,0.0,0.0,2000.0,2000.0,0.0,0.0,10.14,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,39.0,341.55,-0.556,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,191523.35,-70250.3,2000.0,0.0149,-0.00152,287.545
4158,0.0,0.0,2000.0,2000.0,0.0,0.0,5.03,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,188.82,23.81,0.36,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,193039.83,-24719.9,2000.0,0.0206,-0.0106,287.59
4160,0.0,0.0,2000.0,2000.0,0.0,0.0,6.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,37.0,6.0,1.8,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,194137.26,-655115.8,2000.0,0.0152,-0.0717,287.605
4161,0.0,0.0,2000.0,2000.0,0.0,0.0,6.1,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,37.0,6.0,1.8,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,194137.26,-655115.8,2000.0,0.0152,-0.0717,287.6
4163,0.0,0.0,2000.0,2000.0,0.0,0.0,6.2,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,21.0,4.0,3.1,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,1458.26,-345415.2,2000.0,0.0759,-0.0117,287.52
4165,0.0,0.0,2000.0,2000.0,0.0,0.0,3.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,71.0,10.0,1.7,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,15557.45,-513631.9,2000.0,0.682,0.295,287.515
4167,0.0,0.0,2000.0,2000.0,0.0,0.0,7.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,39.0,6.0,1.8,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,232807.26,-121244.3,2000.0,0.00358,-0.0126,287.515
4169,0.0,0.0,2000.0,2000.0,0.0,0.0,5.998,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,11.5,2.5,3.485,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,3951.95,-444746.6,2000.0,0.0429,0.0173,
4171,0.0,0.0,2000.0,2000.0,0.0,0.0,4.25,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,8.0,1.7,3.88,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,11546.16,-685233.3,2000.0,0.412,0.128,287.8
4173,0.0,0.0,2000.0,2000.0,0.0,0.0,7.31,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,8.4,1.8,3.832,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,11920.42,-533810.9,2000.0,0.0648,0.0326,287.535
4175,0.0,0.0,2000.0,2000.0,0.0,0.0,4.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,250.0,30.0,0.22,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,224935.5,-133533.4,2000.0,-0.0137,-0.039,287.795
4177,0.0,0.0,2000.0,2000.0,0.0,0.0,7.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2100.0,1000.0,-1.6,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,234349.46,-151704.1,2000.0,0.0273,-0.0299,287.555
4179,0.0,0.0,2000.0,2000.0,0.0,0.0,4.25,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,68.0,10.0,1.7,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,231553.49,-90515.8,2000.0,0.368,-0.0172,287.565
4203,0.0,0.0,2000.0,2000.0,0.0,0.0,5.4,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,36.1,6.4,2.1,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,194137.26,-655115.8,2000.0,0.0152,-0.0717,
4212,0.0,0.0,2000.0,2000.0,0.0,0.0,4.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,250.0,30.0,0.22,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,224935.5,-133533.4,2000.0,-0.0137,-0.039,287.495
4214,0.0,0.0,2000.0,2000.0,0.0,0.0,7.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2100.0,1000.0,-1.6,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,234349.46,-151704.1,2000.0,0.0273,-0.0299,287.49
4216,0.0,0.0,2000.0,2000.0,0.0,0.0,4.25,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,68.0,10.0,1.7,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,231553.49,-90515.8,2000.0,0.368,-0.0172,287.5
4265,0.0,0.0,2000.0,2000.0,0.0,0.0,8.05,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,4.7,1.1,4.457,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,4323.87,-440723.9,2000.0,-0.00596,-0.019,287.53
4266,0.0,0.0,2000.0,2000.0,0.0,0.0,8.05,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,5.0,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,4.7,1.1,4.457,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,4323.87,-440723.9,2000.0,-0.00596,-0.019,
4268,0.0,0.0,2000.0,2000.0,0.0,0.0,4.25,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,8.0,1.7,3.88,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,11546.16,-685233.3,2000.0,0.412,0.128,287.54
4270,0.0,0.0,2000.0,2000.0,0.0,0.0,6.6,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,6.9,1.5,4.037,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,12124.62,-505612.9,2000.0,0.0379,-0.00472,287.57
4324,0.0,0.0,2000.0,2000.0,0.0,0.0,4.0,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,250.0,30.0,0.22,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,224935.5,-133533.4,2000.0,-0.0137,-0.039,287.41
4326,0.0,0.0,2000.0,2000.0,0.0,0.0,7.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2100.0,1000.0,-1.6,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,234349.46,-151704.1,2000.0,0.0273,-0.0299,287.395
4328,0.0,0.0,2000.0,2000.0,0.0,0.0,4.25,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,68.0,10.0,1.7,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,231553.49,-90515.8,2000.0,0.368,-0.0172,287.395
4330,0.0,0.0,2000.0,2000.0,0.0,0.0,7.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,2100.0,1000.0,-1.6,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,234349.46,-151704.1,2000.0,0.0273,-0.0299,287.39
4409,0.0,0.0,2000.0,2000.0,0.0,0.0,7.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,39.0,6.0,1.8,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,232807.26,-121244.3,2000.0,0.00358,-0.0126,287.275
4410,0.0,0.0,2000.0,2000.0,0.0,0.0,7.5,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,39.0,6.0,1.8,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,232807.26,-121244.3,2000.0,0.00358,-0.0126,287.275
4412,0.0,0.0,2000.0,2000.0,0.0,0.0,4.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,19.0,3.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,234145.8,-174859.5,2000.0,0.0149,0.000862,287.28
4414,0.0,0.0,2000.0,2000.0,0.0,0.0,6.2,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,21.0,4.0,3.1,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,1458.26,-345415.2,2000.0,0.0759,-0.0117,287.27
4416,0.0,0.0,2000.0,2000.0,0.0,0.0,6.9,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,39.0,6.0,2.1,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,2322.14,-295050.1,2000.0,0.0282,-0.039,287.27
4418,0.0,0.0,2000.0,2000.0,0.0,0.0,6.4,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,21.0,3.0,3.0,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,3848.78,-250628.1,2000.0,0.0565,-0.0208,287.275
4420,0.0,0.0,2000.0,2000.0,0.0,0.0,4.8,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,75.0,11.0,1.7,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,13011.11,60837.7,2000.0,0.292,-0.046,287.295
4422,0.0,0.0,2000.0,2000.0,0.0,0.0,4.4,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,96.0,14.0,1.4,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,14125.89,52915.4,2000.0,-0.0234,0.00336,287.29
4424,0.0,0.0,2000.0,2000.0,0.0,0.0,3.7,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,71.0,10.0,1.7,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,15557.45,-513631.9,2000.0,0.682,0.295,287.645
4441,0.0,0.0,2000.0,2000.0,0.0,0.0,4.05,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,148.0,21.0,0.78,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,144339.43,-351025.1,2000.0,-0.0615,-0.177,287.23
4442,0.0,0.0,2000.0,2000.0,0.0,0.0,4.05,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,148.0,21.0,0.78,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,144339.43,-351025.1,2000.0,-0.0615,-0.177,287.64
4444,0.0,0.0,2000.0,2000.0,0.0,0.0,4.97,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,44.5,385.7,-2.51,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,132942.78,-231652.7,2000.0,-0.0577,0.0129,287.235
4446,0.0,0.0,2000.0,2000.0,0.0,0.0,2.05,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,373.29,42.65,-0.273,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,140640.94,-362211.8,2000.0,-0.521,-0.518,287.64
4448,0.0,0.0,2000.0,2000.0,0.0,0.0,5.9,30.0,0.0,512.0,512.0,512.0,512.0,1.0,1.0,5.0,4.8,3.0,0.0,512.0,512.0,512.0,512.0,20.0,1.0,5.0,10.0,8.0,,0.005,0.005,10.0,10.0,3.5,0.111,1.5,2.0,15.0,30.0,4.0,13.0,0.06,10.0,10.0,1.0,15.0,34.0,5.0,2.4,1.0,0.0,1.0,4.0,0.0,0.0,12.0,0.0,0.0,160858.87,32716.1,2000.0,-0.0368,0.0119,287.245
